관광숙박업 등록현황 (20.12.31기준),,,,,,,,,,,,,,
번호,"지역1
(시도)","지역2
(시군구)",업종,호텔명(등록명칭),"관광사업자명
(법인명 or 개인명)","영업상태
(19.12.31기준)",현행 호텔등급,,시설개요,,,객실수,주소(도로명주소),부대시설
,,,,,,,등급,등급부여일,층수(지하~지상),"대지면적
(㎡)","건축연면적
(㎡)",,,
416,제주특별자치도,제주시,호스텔,이호리조트,박재범,영업중,,,지상3~지하1,"3,185.00 ","1,490.31 ",24,제주시 도리로 106-16  (이호일동),
417,제주특별자치도,제주시,호스텔,씨클리프호텔제주(구.윈드힐호텔&리조트),김재숙,영업중,,,지상4~지하1,"1,896.00 ","1,558.50 ",41,제주시 애월읍 애월해안로 554-8,
418,제주특별자치도,제주시,호스텔,스완지,㈜삼육오,영업중,,,지상4~지하1,"2,272.00 ","1,426.92 ",25,제주시 서해안로 84(이호일동),
419,제주특별자치도,제주시,호스텔,㈜호텔 알리앙스,㈜호텔얼라이언스컴퍼니,영업중,,,지상3~지하1,"2,645.00 ","1,699.19 ",20,제주시 서해안로 380(용담삼동),
420,제주특별자치도,제주시,호스텔,엠제이호텔,안정심외 1,영업중,,,지상6~지하1,423.20 ,"1,999.65 ",34,제주시 신광로4길 16(연동),
421,제주특별자치도,제주시,호스텔,에덴호스텔,고정훈,영업중,,,지상3~지하1,686.00 ,697.84 ,20,제주시 서해안로 456-12  (용담삼동),
422,제주특별자치도,제주시,호스텔,조이 황토리조트,김경애,영업중,,,지상1층,"1,664.00 ",648.00 ,24,제주시 애월읍 신상로 268,
423,제주특별자치도,제주시,호스텔,레브호텔제주,곽해영,영업중,,,지상7~지하1,384.10 ,"1,305.01 ",31,제주시 은남1길 15(연동),
424,제주특별자치도,제주시,호스텔,호스텔 오렌지트리,박춘희,영업중,,,지상5~지하1,480.00 ,"1,471.49 ",26,제주시 관덕로8길 7-12(이도일동),
425,제주특별자치도,제주시,호스텔,하모니리조트,이은재,영업중,,,지상2~지하1,"4,133.00 ","1,464.31 ",20,제주시 한림읍 협재로 213,
426,제주특별자치도,제주시,호스텔,제이투(J2),㈜제이투호텔,영업중,,,지상10,286.30 ,"1,762.18 ",30,제주시 삼무로3길 37(연동),
427,제주특별자치도,제주시,호스텔,레드월 호스텔,박옥희,영업중,,,지상4,"1,967.00 ","1,494.12 ",20,제주시 현사길 33(이호일동),
428,제주특별자치도,제주시,호스텔,씨앤힐 스파펜션,윤소영,영업중,,,지상4~지하1,"1,245.00 ","1,194.76 ",20,제주시 애월읍 애월해안로 412,"일반음식점, 안내실, 야외수영장, 기타시설 "
429,제주특별자치도,제주시,호스텔,아모르하우스,최을환,영업중,,,지상3,"4,267.00 ",658.71 ,20,제주시 구좌읍 해맞이해안로 2060-18,
430,제주특별자치도,제주시,호스텔,관광호스텔해밀,성대순,영업중,,,지상3~지하1,"1,261.00 ",876.98 ,21,제주시 애월읍 광상로 272,
431,제주특별자치도,제주시,호스텔,크라운 골프텔,(재)관정이종환교육재단,영업중,,,지상2,"18,412.00 ","4,784.32 ",25,제주시 조천읍 북선로 125,
432,제주특별자치도,제주시,호스텔,제주리조트,㈜제주리조트,영업중,,,지상4~지하1,"2,076.00 ","1,669.60 ",25,제주시 애월읍 가문동상4길 11,
433,제주특별자치도,제주시,호스텔,예그리나호스텔,㈜돌핀리조트,영업중,,,지상2,"4,470.00 ","1,004.18 ",20,제주시 구좌읍 일주동로 1845,"매점, 탁구장, 실외수영장 "
434,제주특별자치도,제주시,호스텔,에코그린펜션(구.아라포레호스텔),강혜진,영업중,,,지상2~지하1,"2,195.00 ",975.13 ,21,제주시 한림읍 귀덕6길 92-9,
435,제주특별자치도,제주시,호스텔,더비치,김영운,영업중,,,지상4~지하1,"1,363.00 ",906.39 ,20,제주시 서해안로 486-4(용담3동),
436,제주특별자치도,제주시,호스텔,비스타리조트,최성우외 1,영업중,,,지상4~지하1,958.00 ,"1,332.25 ",20,제주시 서해안로 74(이호일동),
437,제주특별자치도,제주시,호스텔,스카이관광호스텔,신현두,영업중,,,지상7~지하2,527.90 ,"2,086.70 ",40,제주시 서광로29길 3(이도일동),
438,제주특별자치도,제주시,호스텔,호텔통 연동(구.조은호텔),"강성이, 김석환",영업중,,,지상6~지하1,396.90 ,"1,361.53 ",34,제주시 사장1길 28(연동),
439,제주특별자치도,제주시,호스텔,미라클호텔,㈜미라클,영업중,,,지상4~지하1,"1,160.00 ","1,223.00 ",29,제주시 서해안로 346-14(도두이동),
440,제주특별자치도,제주시,호스텔,엠버리조트,사합㈜,영업중,,,지상2,"7,097.00 ","1,483.07 ",20,제주시 1100로 2671-51(노형동),
441,제주특별자치도,제주시,호스텔,제주프레임호스텔,정진숙,영업중,,,지상3~지하1,580.00 ,839.21 ,20,제주시 애월읍 애월해안로 907(하귀2리),
442,제주특별자치도,제주시,호스텔,우림호스텔,추지훈,영업중,,,지상3~지하1,953.00 ,"1,259.82 ",21,제주시 애월읍 애월해안로 917(하귀2리),
443,제주특별자치도,제주시,호스텔,썬하우스,한순옥,영업중,,,지상3~지하1,"3,148.00 ","1,045.03 ",22,제주시 한림읍 일주서로 5556(대림리),
444,제주특별자치도,제주시,호스텔,호텔 더 도두,김태성,영업중,,,지상7,"1,086.10 ","1,597.99 ",34,제주시 도공로 2(도두일동),
445,제주특별자치도,제주시,호스텔,나디아호스텔,이석민,영업중,,,지상3,"1,730.00 ",783.96 ,20,제주시 애월읍 애원로 74(애월리),
446,제주특별자치도,제주시,호스텔,레드클레이호스텔,이정배,영업중,,,지상2층,"3,378.00 ",654.78 ,23,제주시 애월읍 신상로 266(하가리),
447,제주특별자치도,제주시,호스텔,노벨리조트,노벨리조트(유),영업중,,,지상4~지하1,"1,497.00 ","1,130.05 ",23,제주시 서해안로 122(이호일동),
448,제주특별자치도,제주시,호스텔,시드니호텔,문봉순,영업중,,,지상4,"1,328.00 ",950.28 ,26,제주시 애월읍 애월해안로 943(하귀2리),
449,제주특별자치도,제주시,호스텔,썬비치리조트,신래우,영업중,,,지상4~지하1,"1,995.00 ","1,747.91 ",30,제주시 서해안로 114(이호일동),
450,제주특별자치도,제주시,호스텔,자몽호스텔,정만구,영업중,,,지상5~지하1,435.90 ,"1,234.49 ",32,제주시 한림읍 한림해안로 136(한림리),
451,제주특별자치도,제주시,호스텔,씨스테이호텔,고민정,영업중,,,지상3~지하1,904.00 ,"1,212.75 ",23,제주시 애월읍 애월해안로 255(고내리),
452,제주특별자치도,제주시,호스텔,시드니호텔 2,"변창실, 문봉순",영업중,,,지상4~지하1,757.00 ,982.27 ,20,제주시 애월읍 애월해안로 945외 1,
453,제주특별자치도,제주시,호스텔,나이스캣 호텔앤게스트하우스,"현순기,이익형",영업중,,,지상4~지하1,"1,705.00 ","1,427.01 ",46,제주시 논세길 96-38(내도동),
454,제주특별자치도,제주시,호스텔,무지개호스텔(구. 하하호스텔),문은정,영업중,,,지상7~지하3,442.60 ,"3,051.10 ",36,제주시 신광로 4길 10(연동),
455,제주특별자치도,제주시,호스텔,리벤시아호스텔,㈜부맥개발,영업중,,,지하1~지상3,"8,462.00 ","2,589.01 ",21,제주시 한림읍 한림로 33,식당 등(등록심의서상/ 시설별 일람표는 기재사항 없음)
456,제주특별자치도,제주시,호스텔,흰수염고래 리조트,백정훈,영업중,,,지하1~지상3,"5,647.00 ","1,959.40 ",24,제주시 애월읍 일주서로 6818,식당 등(등록심의서상/ 시설별 일람표는 기재사항 없음)
457,제주특별자치도,제주시,호스텔,알리바호텔,김희숙외 1,영업중,,,지상6,286.50 ,992.40 ,28,제주시 서광로 251(삼도일동),
458,제주특별자치도,제주시,호스텔,삼다호스텔,김남혁,영업중,,,지상3,652.00 ,693.56 ,21,제주시 서해안로 456-6(용담삼동),
459,제주특별자치도,제주시,호스텔,노형호텔,㈜노형호텔,영업중,,,지하1~지상10,405.50 ,"2,169.80 ",48,제주시 수덕1길 7(노형동),
460,제주특별자치도,제주시,호스텔,물뜰에 쉼팡 리조트,심정화,영업중,,,지상3,"3,434.00 ","1,717.06 ",36,제주시 한림읍 귀덕로 73,"공동취사장, 정보교류장, 수영장 등"
461,제주특별자치도,제주시,호스텔,메이저2호스텔,오성범,영업중,,,지하1~지상8,330.00 ,"1,761.06 ",47,제주시 은남4길 40(연동),
462,제주특별자치도,제주시,호스텔,더퍼스트호스텔 ,박영희,영업중,,,지상5층,293.00 ,996.84 ,22,제주시 한림읍 한림로 695(한림리),
463,제주특별자치도,제주시,호스텔,라인호텔,현의일,영업중,,,지하1~지상7,381.80 ,"1,856.34 ",43,제주시 동광로 40(이도이동),
464,제주특별자치도,제주시,호스텔,뷰띠끄 헤르츠 호텔,이현숙외 2,영업중,,,지하1~지상9,223.90 ,"1,297.49 ",31,제주시 중앙로 252(이도이동),
465,제주특별자치도,제주시,호스텔,나비스 호스텔,정복임,영업중,,,지하1~지상4,"2,869.00 ","2,468.70 ",41,제주시 애월읍 애월해안로 885,
466,제주특별자치도,제주시,호스텔,제주담 스파빌,고택남,영업중,,,지하1~지상2,"2,096.00 ",745.52 ,20,제주시 한림읍 한림로 162,야외풀장
467,제주특별자치도,제주시,호스텔,호텔몽듀,고경석,영업중,,,지하1~지상4,"1,041.00 ",892.05 ,20,제주시 서해안로 382(용담삼동),
468,제주특별자치도,제주시,호스텔,정안호스텔,신상용,영업중,,,지하1~지상7,257.00 ,"1,033.79 ",30,제주시 용문로 166(용담이동),
469,제주특별자치도,제주시,호스텔,더포힐스(구.제이바다),㈜골든파인아트,영업중,,,지하1~지상4,"1,223.00 ","1,397.73 ",23,제주시 서해안로 258(도두이동),"일반음식점, 공동취사장, 문화정보시설"
470,제주특별자치도,제주시,호스텔,솔트,"이광배, 이정교",영업중,,,지상4,361.00 ,617.74 ,20,제주시 애월읍 애월해안로 226,"일반음식점, 공동취사장, 문화정보시설"
471,제주특별자치도,제주시,호스텔,메르블루,신영숙,영업중,,,지하1~지상4,"1,260.00 ","1,103.36 ",23,제주시 서해안로 368(도두이동),
472,제주특별자치도,제주시,호스텔,더제이드,㈜옥림,영업중,,,지하1~지상6,253.00 ,"1,175.86 ",20,제주시 관덕로15길 7-1(일도일동),일반음식점(카페)
473,제주특별자치도,제주시,호스텔,마음스테이,차명호,영업중,,,지상4/지상3,495.00 ,820.67 ,20,제주시 구좌읍 평대13길 42-1,일반음식점
474,제주특별자치도,제주시,콘도미니엄,일성제주콘도,일성레저산업㈜,휴업중,,,지하2~지상6,790.00 ,"3,535.16 ",50,제주시 한림읍 한림로 239 ,
475,제주특별자치도,제주시,콘도미니엄,"이랜드파크 켄싱턴리조트 제주한림점
(구 ㈜이랜드레저비스 켄싱턴리조트 제주)",㈜이랜드파크,영업중,,,지하1~지상3,"14,685.00 ","5,990.53 ",50,제주시 한림읍 한림해안로 530,
476,제주특별자치도,제주시,콘도미니엄,메가리조트제주,엠닷에이㈜,영업중,,,지하1~지상3,"5,039.00 ","4,759.61 ",50,제주시 한경면 판포1길 6,
477,제주특별자치도,제주시,콘도미니엄,사조그랜드리조트,㈜사조그랜드리조트,휴업중,,,지하1~지상3,"4,802.00 ","4,965.43 ",50,제주시 조천읍 일주동로 1616-7,"식당, 노래연습장, 당구장, 매점, 전자게임장, 단란주점,
세미나실, 농구장, 토산품점"
478,제주특별자치도,제주시,콘도미니엄,제주토비스콘도①,㈜토비스알앤씨,영업중,,,지하1~지상3,"6,876.00 ","5,017.00 ",50,제주시 애월읍 애월로1길 8(애월리 2505),"연회장, 한식당, 양식당, 노래방, 매점, 당구장, 탁구장,
 단란주점, 커피숍, 게임제공업"
479,제주특별자치도,제주시,콘도미니엄,㈜미봉제주지점 제주금강산콘도미니엄,㈜미봉,영업중,,,지하1~지상4,"9,917.00 ","5,415.19 ",54,제주시 한림읍 협재로 210-18,"한식당, 매점, 게이트볼장, 단란주점, 어린이수영조"
480,제주특별자치도,제주시,콘도미니엄,(주)토비스레저산업 제주토비스콘도미니엄,㈜토비스레져산업,영업중,,,지하1~지상3,"4,255.00 ","4,979.31 ",68,제주시 애월읍 애월로1길 8(애월리 2504-1외 1) ,"매점, 사무실, 전시장, 휴게실"
481,제주특별자치도,제주시,콘도미니엄,애월스테이인제주(구. 제주동양콘도미니엄),동양개발㈜,영업중,,,지하1~지상3,"9,588.00 ","7,138.31 ",82,제주시 애월읍 애월해안로 708,
482,제주특별자치도,제주시,콘도미니엄,한화리조트 제주,한화호텔앤드리조트㈜,영업중,,,지하1~지하8,"91,629.00 ","39,500.75 ",397,제주시 명림로 575-107  (회천동) ,
483,제주특별자치도,제주시,콘도미니엄,소노벨 타워 A.B제주(구.대명리조트 제주),㈜소노호텔앤리조트,영업중,,,지하3층~지상5층,"29,443.00 ","29,237.41 ",242,제주시 조천읍 신북로 577,
484,제주특별자치도,제주시,콘도미니엄,라온골프클럽 콘도미니엄,라온레저개발㈜,영업중,,,지상2,"41,379.00 ","7,096.84 ",80,제주시 한경면 용금로 998,"매점, 테니스장"
485,제주특별자치도,제주시,콘도미니엄,엘스위트콘도, GS건설㈜,영업중,,,지하1~지상2,"1,591,943.00 ","11,362.82 ",60,제주시 애월읍 평화로 1738-116,
486,제주특별자치도,제주시,콘도미니엄,제주발리리조트,㈜인터내셔날퓨텍,영업중,,,지하1~지상4,"9,801.00 ","7,160.88 ",93,제주시 한림읍 일주서로 5083-5,
487,제주특별자치도,제주시,콘도미니엄,헤브론힐리조트(구.한신리조트),고봉선,영업중,,,지하1~지상3,"9,491.00 ","4,990.03 ",55,제주시 애월읍 고성남서길 76,"매점, 커피숍, 전시장, 배구장"
488,제주특별자치도,제주시,콘도미니엄,타미우스골프앤빌리지,㈜타미우스골프앤빌리지,영업중,,,지상2,"57,225.00 ","15,068.33 ",133,제주시 애월읍 화전길 201,"식당, 매점, 수영장, 비지니스센터"
489,제주특별자치도,제주시,콘도미니엄,(주)블랙스톤리조트,㈜블랙스톤리조트,영업중,,,지하1~지상2,"1,537,324.00 ","18,716.37 ",50,제주시 한림읍 한창로 925-122,
490,제주특별자치도,제주시,콘도미니엄,일성비치콘도미니엄,일성레저산업㈜,영업중,,,지하1~지상4,"17,454.00 ","18,904.59 ",178,제주시 한림읍 한림로 127,"일반음식점, 휴게음식점, 매점, 족구장, 농구장"
491,제주특별자치도,제주시,콘도미니엄,에버리스 골프 리조트,신안관광개발㈜,영업중,,,지하1~지상2,"128,544.00 ","10,833.00 ",50,제주시 애월읍 평화로 1693-75,"수영장, 매점"
492,제주특별자치도,제주시,콘도미니엄,라헨느리조트㈜,라헨느리조트㈜,영업중,,,지하1~지상2,"22,812.76 ","10,089.41 ",51,제주시 명림로 384  (봉개동),"실내수영장, 레스토랑, 헬스장, 단란주점 등"
493,제주특별자치도,제주시,콘도미니엄,세인트포 콘도미니엄,㈜제이제이한라,영업중,,,지하1~지상2,"56,700.00 ","12,936.57 ",52,제주시 구좌읍 선유로 445-46,"일반음식점, 카페, 수영장 등 "
494,제주특별자치도,제주시,콘도미니엄,크라운컨트리클럽 골프빌리지,(재)관정 이종환 교육재단,영업중,,,지하1~지상2,"8,328.00 ","4,748.32 ",25,제주시 조천읍 북선로 125,
495,제주특별자치도,제주시,콘도미니엄,한라산 콘도미니엄,한라산리조트㈜,영업중,,,지상6,"7,072.00 ","6,548.48 ",50,제주시 선돌목동길 56-46  (오등동),
496,제주특별자치도,제주시,콘도미니엄,아덴힐리조트&골프클럽,그랑블제주알앤지㈜,영업중,,,지하1~지상3,"223,036.00 ","72,595.90 ",414,제주시 한림읍 화전길 82,"커뮤니티센터, 수영장, 유흥주점, 승마장 등"
497,제주특별자치도,제주시,콘도미니엄,라온프라이빗타운,라온레저개발㈜,영업중,,,지하1~지상7,"746,258.30 ","156,619.13 ",934,제주시 한림읍 금능남로 127,"사우나, 헬스장, 수영장 등"
498,제주특별자치도,제주시,콘도미니엄,소노벨 타워 C 제주(구.대명리조트 제주 신관동 콘도미니엄),㈜소노호텔앤리조트,영업중,,,지상3층,"10,885.00 ","12,737.57 ",156,제주시 조천읍 신북로 577 ,"일반음식점, 매점, 세탁실"
499,제주특별자치도,제주시,콘도미니엄,㈜한국폴로컨트리클럽콘도미니엄,(주)한국폴로컨트리클럽,영업중,,,지상2층,"45,513.00 ","10,375.25 ",33,제주시 구좌읍 월행남길 322-30,"수영장, 체력단련장 등"
